item_id,qty,selling_price,order_id,product_id
4FG9N,7,15.7,V4A06,WHN3J
1Y9RX,9,4.97,T2NMH,17PRY
8ME15,8,0.99,BLT49,A8OWO
POH0C,1,4.93,15D84,PCJUY
PZN85,3,5.04,AGAQ9,DEG4O
MN7YQ,5,1.37,VMVEE,J9Q60
JPHSP,6,1.61,Z9MYB,JH08L
6MK36,10,0.99,DL43L,W4SRU
A52QU,5,12.99,DL43L,OMD3C
MUOIV,1,4.56,2FH3A,PZKL4
2SNYR,10,16.9,MGNNB,BRYPX
5VHXZ,4,2.7,B8ACL,4KRU8
X7RMY,1,4.46,2HL8T,06WHX
T9IWI,6,6.83,2HL8T,LEEVP
05IKI,4,31.8,2GH8T,1BJGH
G86BL,6,4.63,6PDHE,OTT7P
5STCZ,7,4.49,6PDHE,8YAY3
39BIZ,6,2.4,SATUB,8YAY3
KI15U,2,6.08,X3TCK,3E00S
JTDE2,6,11.42,S408I,NCRWX
KFG0U,1,6.66,D9AM0,V92FI
WQB8H,7,3.62,D9AM0,X5XG7
FDOIM,4,8.82,D9AM0,B7B06
64POD,7,3.19,PZHD4,C9GM8
I0VIV,1,2.11,PZHD4,LFLVR
EK3AE,3,3.13,9T9UP,QZPF5
CQHNO,1,9.71,MHS27,BQJ2N
QA1UF,6,1.61,N8ZRP,0LLE6
ZHCNI,10,1.99,X42U7,CS73N
Y9ZZA,9,30.27,X42U7,MPAO6
YSIB1,5,5.7,XMOPB,RAUEN
EL6MX,5,2.25,XMOPB,YIGNT
ZGT7I,4,6.75,DP8TJ,C7E2U
N0819,8,3.29,QDLVR,DANFI
FH843,3,9.93,W9GT6,JO6NT
DSEH6,10,4.09,R1QS0,3E00S
HLDG8,6,6.46,O5VWD,4P6ZD
7FPD5,10,3.83,9MVMF,2SF9G
1WC48,6,6.53,9MVMF,375QA
6F18G,5,15.14,QBEE1,FT5IF
UHPR2,1,1.65,SGBW2,4YKYZ
O2DRK,7,7.07,7MO40,ZML2R
G1A3K,2,2.47,7MO40,Q6ZEO
XIQ8S,3,11.8,7MO40,ZKYBU
SBQRQ,5,3.82,7MO40,ZHYQD
IDPI8,5,1.43,H6YU4,73MZ9
56ZVG,5,4.86,H6YU4,63ACJ
QIA0N,9,0.99,H6YU4,W4SRU
7OID1,9,0.99,H6YU4,RPRGX
4CMR3,8,13.69,KBZM3,2M900
A62H6,3,19.8,KBZM3,BK2QT
AQWBT,4,2.49,1SI75,8Z8TG
GHDF7,4,5.99,SBRI5,3AAY0
V4LMT,10,15.45,HDT2X,3L8JQ
PEJDY,5,1.01,DSBIX,CXMA9
GR2HK,4,2.75,DSBIX,K3W6C
4XMED,5,2.04,DSBIX,EEOQA
VOB3P,8,3.8,KG39R,ZCNB8
2LON8,5,3.34,O0O1C,C7E2U
0HPHL,3,4.75,O0O1C,S5F2I
W582L,1,0.99,O0O1C,86JQ7
OY1BC,2,28.17,WO1K3,MPAO6
KHLDH,10,10.5,TTYYL,U26HH
BA7Q3,8,3.87,TW0Q7,A0LI2
GKPGL,7,2.1,TYHFC,B4256
JID0U,4,5.08,TYHFC,VMJYN
7VZ6B,7,6.77,TYHFC,PZU51
RGR9B,8,2.95,3TZ0T,ZQLZO
WVTSM,9,9.12,SNBGF,PJZPV
BNA5Z,5,6.05,SNBGF,2GHCW
T0N65,2,12.24,KJTNH,AXA4R
5CVQZ,6,8.38,KJTNH,M14FR
DBIFJ,5,2.83,CA9CQ,QJ7MC
U7PC6,5,10.23,VY96O,ZKYBU
40679,3,8.9,VUO1Q,M14FR
PWCJJ,1,18.7,M8IO3,IIL48
N1VTW,3,9.43,CSMQO,ES2L3
244H4,4,2.07,CSMQO,60LB0
59KGK,1,5.25,I6BWC,05V84
O801B,2,7.6,XQG4O,PMDQO
LIJI8,7,2.08,YZEZZ,7PU2X
H4WYW,2,7.32,LNXH8,06WHX
NSJME,10,6.38,HF6J0,PSYJY
20V1J,9,3.06,VVDJU,LG8EX
0SGP5,10,25.19,VVDJU,8VPBX
AFCXT,9,3.23,IVJRE,G90RK
MMTT1,9,4.5,G2CKO,TAWAM
FEHSU,9,5.65,NGDMU,H1ZUB
61F8V,4,1.99,3M2P5,8Z8TG
I3WM9,8,7.31,59Z3Q,9IZXV
HVDXI,1,0.99,3B9OX,57TK1
FR7DH,5,29.08,3B9OX,W2KMW
PC13L,8,10.59,3B9OX,I3KJ2
0TTBE,3,4.88,ORTS3,K3W6C
LSMVM,3,5.18,MHOX5,HIJX4
QRGLB,8,3.28,FZ57V,VKIMP
AEDV1,8,8.18,G6GB1,RIDJT
1IQE0,10,9.4,3XYCX,DW4BN
0GB59,5,8.95,BOH5P,C0PRG
YOR40,7,6.47,YJU5F,KF20R
T6R44,10,3.64,VXEEL,0LLE6
6DDWO,4,20.68,8MIRE,GMAN7
52TSW,9,4.63,883VE,7FVM5
BXWW1,10,1.54,UO27Y,RIYZZ
BDB80,3,7.04,F6PHA,PSYJY
440FO,2,9.76,AUA0X,6JLU0
5IRIR,7,3.52,AUA0X,4P6ZD
Y6D5E,10,5.21,6C7U8,MUFUS
KQGBO,8,5.96,7R9EH,GSL5E
HIWZO,10,0.99,KZMHY,8FA5U
EXZFW,7,16.25,7IGVA,GMAN7
91P69,8,9.49,BR60U,6IPAG
F3A1M,10,3.8,BR60U,LEXZS
OIKSA,9,1.16,BR60U,BLOCR
70G3M,8,1.73,BR60U,FA0EW
ODM8M,5,2.06,BR60U,CS73N
YXSMU,8,0.99,QVTUB,G1KVR
BGJKX,10,13.98,I25KX,5LXR0
EHTTB,6,1.69,I25KX,WNXM6
693DO,1,19.05,SPB0S,5LXR0
S8IZ5,3,4.9,SPB0S,2VOTG
FU59K,9,5.8,SPB0S,LSX4P
YSIQ1,3,1.5,NO0M8,CXMA9
I75XN,8,4.16,B7UQG,C0PRG
AN2WQ,1,6.23,B7UQG,V201T
VCULG,1,11.88,B7UQG,E8K8K
VOJTW,10,3.16,B7UQG,TMD3L
UV9EW,2,4.02,YORZ6,S5F2I
CKKTM,5,2.83,JLM3Z,ZUKN1
JP6UW,10,1.85,PQPS0,DANFI
JH742,5,4.78,PQPS0,QX43P
ABGSE,2,7.02,30X8T,W4HR9
CRCGR,3,4.45,TAMHH,YLKMA
32B1T,5,2.63,T4NSU,1L985
BPMJ3,1,7.94,4SBA8,TY0I8
EPGM3,5,4.74,C7166,IW939
XOY8C,2,4.11,BYQ0X,FGW0O
UZE04,6,4.02,BYQ0X,2RU78
U2YZD,6,3.3,FOVT4,WNXM6
6MG28,1,1.05,FLKZQ,BGJCW
4U2QD,3,5.99,FLKZQ,4KRU8
G7PCJ,7,7.96,IEZFW,TBK0W
2NGXP,1,5.51,5X802,LEEVP
1M24Q,9,3.68,GKVGT,8HUQ4
2D05T,9,11.87,BW639,5E7NW
RY9VU,3,1.66,CHJEY,4XTQO
TK1Y8,9,1.56,CHJEY,ED2FO
5PY91,1,16.92,CHJEY,3QQEP
69UQK,7,12.26,CHJEY,RFGWT
V7QCS,1,4.6,FUSXJ,2VOTG
JX7VP,6,2.87,DLW8A,WGTLD
TOCC1,9,4.1,307FC,8UCWX
HCUE1,6,1.79,307FC,FJZQE
I1D4T,10,2.13,307FC,7FVM5
CSTHK,8,2.62,KRFMN,CFEXY
JU1LK,10,5.53,ZU8RQ,80C11
GKUB4,1,2.69,ZU8RQ,LOXVO
L6YKH,1,28.88,GPBB2,5Z6NV
FIK3V,9,7.39,GPBB2,1O9DX
F53DT,1,3.84,FXEUN,LSX4P
FQN2N,7,12.85,YUP60,MB4PL
7883T,5,3.59,WPQAT,YIGNT
XR5TF,2,4.15,23C0M,NEUMF
KIX29,10,3.03,H5IYI,SOKGZ
DVH00,4,7.5,H5IYI,74HC1
78O1N,5,11.43,08LOQ,GULLZ
QDMLW,1,0.99,08LOQ,A8HUO
O83KA,3,1.03,08LOQ,Q6TX0
B6U3O,3,5.56,5OSQH,Q51Y8
XUKZI,6,0.99,LPAZA,A84LU
UOWG8,6,2.96,75Y74,7PU2X
Q4AMW,8,0.99,T74DE,Y2HKP
QGY3I,10,4.92,Z3YSK,RFGWT
RIWT4,7,0.99,KAHRF,0VMR0
LLL8Q,6,15.66,1XHKC,ONSIO
P0VC3,9,7.9,VOYRS,M14FR
OPATB,3,5.0,Z4XV1,LXJML
H9UB0,6,12.18,Z4XV1,RFGWT
UNM25,4,3.55,T0F1F,GSL5E
ZCGIN,1,0.99,WAZBQ,7SBHG
ULELO,4,7.46,EOVJO,JPUPM
DH6I5,1,2.53,T5CJK,YGKLY
B0AW9,9,1.24,9ZNMW,WY80W
FZYP6,9,7.1,V6IO6,5KX5O
9T5QN,4,12.68,GU6S3,KLBI5
Y3ETJ,5,4.34,KQMKO,CNPR0
TSW1T,2,8.69,T5AHR,CYF1L
FJCHO,2,3.07,ADT4R,H3N71
425GS,1,7.55,N88Q0,ZML2R
WB2S6,7,0.99,31W16,5LJYY
AF1PX,1,12.8,IHL6O,FT5IF
4XPF9,8,4.66,BD0KT,SHF0A
J2X81,6,10.5,OR1WU,RVEW0
YKTST,1,11.64,V62BM,B8AAL
OIL7A,7,1.94,X388M,INC58
KOJGY,4,0.99,OSFWD,G1KVR
MG9X6,3,3.48,S3XZ0,M7UAU
A5JZ9,9,11.39,S3XZ0,5UUXB
QXS05,3,6.64,0VC5I,ZDQMY
HL35R,1,5.42,0VC5I,ZUHO3
4Q8Z0,10,3.71,0VC5I,KYDJN
IRQRK,8,2.76,1KKWT,V3YP8
ZFVRB,2,7.17,G0LF6,RG83O
9N338,7,5.26,EJG6T,P70HF
M8K52,5,2.25,AOWNK,KNJZ6
JVYHV,2,2.63,PVU21,VKIMP
83S5M,4,1.98,EU9EM,QJ7MC
O4TM5,4,7.14,XO90T,0KY4F
14V9G,1,7.71,XO90T,TY0I8
WQJ3E,5,4.45,10KZM,M3XI5
ZS6KD,2,8.37,10KZM,SFD2A
JABE8,5,2.0,RZHHY,FA3EA
KO5B1,5,14.11,RZHHY,KLBI5
EK02A,8,2.75,SVHKY,TJHLQ
JZS99,10,3.32,SVHKY,115BX
ARKDP,1,3.02,CWZ7I,ZVH2Z
9278S,3,4.81,EDMRB,Z0C33
TG3WJ,7,23.36,EDMRB,37YQC
BOASE,3,7.7,Z4R8L,R0PBG
8KN09,6,1.05,16XMM,JH08L
P8VA5,8,4.48,7P5FB,7NZ9Q
A96EM,10,3.58,XY8OV,VXUX0
QUN3M,2,3.42,8AD8K,XBNP5
AUW6F,9,2.5,9ISON,QJ7MC
P9RU9,9,17.21,BJ63K,U1H41
VT4GV,1,6.94,JP8D9,GOH26
XGAC3,8,20.94,JP8D9,MPAO6
RDNVM,2,3.39,BT95W,G3K37
M9AAM,9,13.01,BT95W,5UUXB
C6ZYU,1,5.36,U8Y5U,Q2MWM
5WSFF,10,9.14,8K05J,P97CG
1VKVQ,10,3.56,8K05J,TBV62
9ZPU0,6,5.19,8K05J,UDRJG
YAMOG,5,0.99,Y5Z5L,X3BWP
W9KAE,6,3.78,P98M7,S86IH
9E6M6,2,2.99,XCGHK,ZQLZO
VL6NQ,1,1.84,YM88Q,BZ2IX
V5XWE,5,5.11,C9UNJ,MDPPC
PF2U0,8,2.04,C9UNJ,BZ2IX
2G644,4,15.67,C9UNJ,5E7NW
QRP4Y,2,1.42,C9UNJ,6X2OD
WHYXZ,7,7.1,4XEVD,43CM8
SLPCJ,1,9.81,4XEVD,8R03H
FKMJX,4,2.89,J3I18,XY91U
S9XK3,8,8.72,S74N9,ZQKGJ
CHFHB,9,6.23,NXKRL,XY91U
NQF2G,2,1.92,NXKRL,JH08L
5KF5K,9,9.92,NXKRL,2HA90
Z08DH,2,5.05,JUMYC,DEG4O
OLZ5C,5,5.07,JUMYC,1GK0H
S129F,2,5.58,JUMYC,CNPR0
SIKWT,8,14.12,2KMC2,DHNW3
PQ8V1,4,10.52,SX4IV,15CBH
Z6AXW,2,4.57,S5DI7,IW939
XSZD6,4,1.15,8SFRI,KB856
9H81O,8,5.85,8SFRI,DBNI8
C7MFW,10,2.12,Q28BZ,4YKYZ
LW8VA,1,5.57,LI2S1,OBTGP
R6BIM,6,0.99,N398T,HJFMO
5XEXV,6,8.45,33HA0,PQ9EZ
F7RO7,10,4.61,33HA0,N7KF3
8SG6D,10,5.94,4UJXB,SFD2A
U10OE,6,6.05,CVL39,1O9DX
128RD,6,0.99,Q2B9K,G1KVR
ZX838,1,4.41,Q2B9K,K4J06
ELPFG,6,5.22,Z3NS0,LODFL
7ZP4B,2,13.1,59DRN,ZPG46
YEZHR,7,0.99,BPSGX,QTY42
QO5O7,7,3.96,LCG76,3XFXC
SEJP4,2,0.99,YKMSQ,6YHZC
YI59V,7,4.31,1G6KT,OBTGP
Y8QQ6,9,2.77,YBLMH,WLXV4
90ZS8,1,28.24,DTUC9,HW481
K8F5M,10,7.47,I5MC6,JAPPU
1LWVS,1,5.57,I5MC6,P47CN
85UZ7,9,6.3,I5MC6,R37PD
H6AZU,5,2.36,ZTQLP,WLXV4
9DRX0,5,0.99,ZTQLP,8SVE8
RFC9G,7,7.32,1UIW7,LVD5O
2D4MV,7,2.28,X0SS4,S1OKU
E3DNV,3,5.18,X0SS4,GSL5E
TEKMA,4,2.96,GY3EI,XBNP5
8DQH9,10,3.33,4CCRI,RAUEN
L3W68,5,3.32,4CCRI,LEXZS
XYKGS,1,1.67,4CCRI,P39SF
FJQV1,2,13.67,8RADX,ES2L3
7QUCP,3,4.47,9GUA7,GQZJP
KCF8D,3,8.83,89CHT,2RU78
O1V6T,3,5.41,89CHT,O64TP
ZI1ZS,9,6.37,89CHT,C2X37
53O9H,1,3.14,GX41G,SUY4D
T6F2J,7,8.56,JP3C5,YLKMA
FO83U,4,6.5,JP3C5,P54TQ
NUVC6,8,3.54,5RYCC,BSI1V
DV9R0,8,3.61,NLYNX,OBM5O
B0XRD,1,0.99,NLYNX,F5WUW
ZHDJL,10,6.13,E18IX,J59H0
UDSUA,9,7.42,Y9AEY,1O9DX
HZKV2,9,0.99,Y9AEY,X8YHB
1V5QR,10,6.78,Z0E63,ZZLFP
5G4FV,2,9.33,5E8LF,75STJ
C99P4,7,16.25,W5MJR,9SZWD
0S5ZC,3,0.99,Q8BY2,HJFMO
K194M,7,12.6,PZBRZ,ZZLFP
ODKJZ,9,6.98,ESFZZ,OP2NK
KURB0,4,3.24,ZYMDV,4KRU8
Z69AO,9,21.85,OHXGE,84G67
N0E1P,9,4.95,HQACT,3CSM5
XTID7,9,9.1,TSENP,XLH3C
U5S7O,1,3.17,TSENP,9P8N6
EXC1Z,9,0.99,XCZ6R,A8HUO
99MBP,6,1.8,EWTJE,OBM5O
PQY4E,4,4.17,2PWD6,9K2AL
QWAPF,6,6.33,2PWD6,KLBI5
9EH0V,6,33.07,0R29E,KA8Q9
75YEH,5,1.47,K7USB,4XTQO
UIMC4,5,17.49,J4OG1,04SGA
NAX9I,9,3.88,J4OG1,MDPPC
CXRZL,9,6.38,IHP49,MQDMU
30Z6X,10,22.91,IHP49,2AT8T
1TGX6,7,20.51,YUZN7,T5RAI
2CZTR,9,5.47,Q90B8,BRAGZ
OAKYH,6,3.96,DH2FD,1Y87V
QP42U,3,3.16,DH2FD,M54RL
0S3IN,8,19.93,GOZ4D,LNLBU
HK3TQ,2,3.23,MC57S,WGTLD
9IBU9,10,12.83,IBYMP,IIL48
8XLRJ,1,4.31,P3DH3,CXV5D
ISXRQ,1,25.35,P3DH3,T5RAI
9VGQ6,10,2.32,MUB3Q,P47CN
SW25T,2,0.99,HQ6ER,3AHQX
C9IV8,9,8.24,TPILL,FVIK0
3UYN6,6,6.71,LOJW4,K4J06
GOO5J,3,7.16,LOJW4,JAPPU
LA147,9,5.75,M6T5X,MYBYS
ITHYS,8,19.91,7CYX0,8A94M
U166N,10,0.99,7CYX0,8SVE8
8PNRV,8,1.54,D6ETW,F5WUW
865XD,1,7.13,RQYRP,VMJYN
IEQIF,6,3.84,RQYRP,TMD3L
QN6T8,6,9.69,RQYRP,RIDJT
21V93,10,6.23,TDZ0L,YDFT3
7DABX,4,2.14,TDZ0L,VL9CZ
Y1OX3,5,3.03,SZXHO,DWE7N
S3YTL,10,10.05,EXVUI,RNRSP
DI7F2,8,14.32,XXHGW,5Z6NV
W3ILE,6,16.72,BMMID,5LXR0
NTD2B,4,7.94,EL2HE,OP2NK
TXZQL,9,6.02,ZK2BK,N7KF3
LYN9J,8,7.27,ZK2BK,2GHCW
WDAFD,10,32.27,6YUR7,8VPBX
VLYSR,1,0.99,QMN46,WY80W
R31G0,9,0.99,QMN46,7RF4Y
OEP92,10,15.24,U2Q0B,8IDLX
JPIBZ,10,27.72,GYIC4,9S30I
PR7BX,2,24.42,GYIC4,VZPM4
Y3O47,9,1.61,C7Y4F,YGKLY
2O14F,2,2.76,BRO1T,115BX
OEAGI,3,5.57,PG3L3,17PRY
MEKKP,1,4.6,4K0CP,PWEGA
QXNYK,5,3.04,GJZ51,AEF4Y
GU8QO,7,4.06,8JCN9,UXXKY
15KC8,5,0.99,1J1SK,8FA5U
ENOP2,33,5.1,5IZ2R,93NRR
KR6ZN,6,7.22,7W38G,LG8EX
WQEZG,1,1.23,MFKD7,EVNXI
K7CWS,9,2.76,YBTVY,D3GAP
TQH5H,2,5.48,YBTVY,06WHX
8RLGQ,1,4.91,QZU48,90N22
TX323,7,5.58,R8UGV,UBZYL
EIQWN,1,6.15,KB2U4,63ACJ
SPOM3,5,12.7,11FQ7,79WN4
QKPBW,8,3.56,OD6B1,6ECVS
N51M0,10,0.99,XR7PM,C2562
OCZAH,9,3.22,J5197,V473N
IH4O1,4,7.78,J5197,G08JV
OAPR5,9,4.12,ZCZV8,6HPUX
BFZLA,4,8.14,ZCZV8,BQJ2N
JJI2D,4,4.46,JIL4C,PZ2E2
S0KFS,10,8.92,OUQN2,SSYOY
F4KOF,5,10.36,TRM9H,OP2W7
QASPM,3,2.34,TRM9H,BGJCW
UG5Z2,9,5.64,KKO6W,0X9GR
6QOFW,1,3.77,QKLW9,PKAJG
UWD1R,3,0.99,AITS1,W4SRU
7FMOG,3,5.79,AITS1,Y56S6
0CN33,2,9.14,BF48Q,SSYOY
Y6VR6,6,1.42,2TXUG,0HZF8
XTF8N,1,39.42,5MHMF,9S30I
9AWMK,6,6.31,5MHMF,Q2MWM
02ATB,1,4.45,1XX29,94NLG
MBYGW,6,4.38,R38O5,OVMCR
BNDUN,4,9.18,7UQPB,9SZWD
GQC5S,4,5.72,R82MR,1GQ8O
NHPBS,8,1.92,QUH95,7NZ9Q
45TEK,6,7.69,DNQ1Y,JTO6X
V9RNL,1,11.95,SA02W,WURYH
U197R,6,7.34,SA02W,2GHCW
W1ILX,1,5.26,LYGX8,QX43P
P04O2,3,4.32,6OWQ9,9P8N6
PNF3A,4,7.77,Z0DO4,HIJX4
8B1LK,9,1.76,Z0DO4,RPRGX
S5PHG,2,4.05,Z0DO4,B7B06
TH524,7,8.16,Z0DO4,3K7ZD
F19HV,8,6.34,H25V1,I06B8
O8NOA,7,5.36,LFQ67,SQ41U
HBRAF,7,21.62,E8QEG,DTOPP
BMWI1,10,3.99,E226E,BRAGZ
SR1TQ,2,21.48,YMVY5,3L8JQ
B3M2Y,2,6.36,YMVY5,2RU78
58WZP,1,6.58,YE5OI,QXODP
22VAZ,10,1.11,YE5OI,9HJ2E
ZS8N6,3,3.58,49VNW,9P8N6
DW1CP,1,22.4,ZUFA6,DHNW3
D1Y0Y,8,0.99,GRFDL,5LJYY
LUX7W,5,5.64,6ZR9W,EB2EI
TYH3B,5,1.31,JLJBD,S1OKU
YK5XG,4,4.74,JLJBD,VL9CZ
B2B8A,7,8.57,JLJBD,GMAN7
ADBKE,3,2.68,P2WQU,IN3KL
46VM9,4,6.87,P2WQU,P4XL5
L48LI,7,1.75,P2WQU,H3HBY
F88HU,4,3.42,RX4T9,58WHL
Q0R6D,4,2.21,4BY3U,8Z8TG
EVBVU,4,2.62,A1GWR,7NZ9Q
2TJ5D,3,0.99,A1GWR,C2562
MZDZY,5,13.13,A1GWR,KLBI5
B9Q7P,10,4.39,55YD8,XUXA0
H2E4U,5,4.98,RJRYH,ER571
C0OJX,4,6.35,D40N0,PKAJG
VS7RP,4,6.06,LVMPM,ZVH2Z
JKGF3,9,6.09,PYQNR,GS8WX
2828Q,8,9.78,HM5HM,ZKYBU
QHWT3,7,4.45,69XVO,PCJUY
P9X4Y,5,3.4,Q5QRC,LOXVO
HKHEI,6,6.38,8ZFUS,5AOF1
7524F,1,33.44,8ZFUS,HW481
6GHVN,1,2.53,MABBC,S1OKU
08K0X,8,1.14,UW4BP,6X2OD
CM212,9,4.65,UW4BP,V92FI
2NSCS,7,10.14,TJSI0,9CLQJ
KUI1V,10,6.62,1ZZYA,P97CG
PV2B2,1,7.05,1ZZYA,3AAY0
R1BDU,3,20.94,1ZZYA,9S30I
8DP28,6,3.59,G4DCW,6C9G3
UHK61,1,2.47,UQ0GR,KYDJN
6OO2S,2,8.09,P6RRL,OCT4N
FTUMX,8,5.02,P6RRL,R0PBG
HV7XW,9,2.41,P6RRL,OBM5O
2ADMF,2,3.48,P6RRL,CXV5D
SI3B1,9,5.27,HRJXE,VXUX0
5NVX6,9,11.7,HRJXE,ZZLFP
WZLDS,4,5.02,HRJXE,43CM8
MZVU5,2,5.36,HRJXE,R0PBG
9XZW6,6,3.64,HRJXE,ZVH2Z
0VGBY,5,5.64,7UZZL,6ECVS
6CZP5,10,1.99,7UZZL,4XTQO
AM1B1,5,5.13,7UZZL,NRL6E
L1OYY,4,4.02,AXSRO,9P8N6
WVDZR,7,6.83,XAJEC,ZUHO3
GOWD8,5,13.33,XAJEC,X1MYK
HKD6C,8,2.99,JID4O,3B6O6
958XB,6,3.12,JID4O,8Z8TG
VF7SS,4,10.25,BMIFL,5YV6H
ML9K9,8,0.99,BMIFL,HJFMO
L7ZIJ,6,2.56,JK00Z,KNQNE
GMNQE,8,11.32,EFZ0Y,BRYPX
7BFVP,4,11.9,L2BHE,GMAN7
RTE36,6,14.8,F2EGG,65SEG
1JN47,4,6.73,F2EGG,MX5D9
6FXGI,6,2.51,EVU7E,C7E2U
MTR72,5,1.09,EVU7E,60LB0
XCGIV,3,10.12,EVU7E,OP2W7
C6B3C,9,4.6,EVU7E,AEF4Y
1YLKY,5,32.36,F9OVR,Y7KB7
XAN7R,2,5.81,FEP8J,I06B8
HTK5K,1,3.91,FEP8J,9V8FF
FMJ2Y,8,5.78,G4A6H,IJZCN
HI9B5,2,20.52,RWV0W,84G67
N9RZK,8,9.46,RWV0W,MUFUS
Q3K5D,8,8.58,MUASK,RNRSP
E8M9I,8,2.49,393PX,LSRIZ
8MVA5,10,7.64,KM5YU,90T50
GTEIM,4,21.27,4I13W,9SZWD
LCJN4,6,3.93,4I13W,IRG32
72ZI7,7,3.56,VYFM5,0LLE6
4KDHE,10,13.64,2J6ZA,ALCBL
KSKA0,10,4.56,2ZQ25,06WHX
IFW31,1,1.87,2ZQ25,4XTQO
3YPSS,10,11.42,9WZLH,U26HH
4J4UL,5,3.08,O9S5T,IJZCN
0N29F,3,12.4,O9S5T,ZZLFP
36QMU,8,6.19,1DQ5P,PZU51
WBXMF,5,2.83,1DQ5P,LVEN0
7B3FE,9,7.06,1DQ5P,JDQP2
VH1WM,9,4.69,1DQ5P,L8BID
NPDOY,4,2.38,47O0B,7184L
4HUCB,9,30.62,U9U0A,1BJGH
YI6BM,7,19.49,NYGV7,BK2QT
DA4VZ,8,9.24,MAPYL,NCRWX
DN3WB,10,5.78,1EKOL,3AAY0
LQZFN,4,27.33,1EKOL,9S30I
HZ36K,10,2.31,7AOJ7,XZVBW
5S2CX,7,7.44,7AOJ7,6HPUX
0ODUP,3,10.21,7AOJ7,X1MYK
DYEZ6,2,14.72,FKMJJ,5UAAH
FEHQO,4,2.67,SUTWM,S86IH
MBH14,8,2.05,SUTWM,SQ41U
CXK2A,4,3.02,UOB8E,OINLG
TGEBS,6,5.85,UOB8E,LSX4P
XLBPI,1,6.13,Y909M,K4J06
Q4V3N,7,6.92,Y909M,UG761
HDTD4,4,6.44,Y909M,79WN4
UPM1S,8,6.64,RUR83,JZVRK
DJ7I6,5,7.1,RUR83,8UCWX
HPGEW,8,8.59,O6SQR,R0PBG
L3MG1,1,4.12,TZQO8,PZU51
CX4Q7,8,5.75,XWTIZ,Q2MWM
CTVOV,3,4.63,XWTIZ,L8BID
4841T,1,6.76,K6ZR1,V201T
T9QCS,9,1.83,K6ZR1,LSRIZ
9AQGP,6,11.03,YVSGL,T6KMJ
UOUS2,4,0.99,9B6NV,XWXG8
NKYTI,7,0.99,6XCAK,7RF4Y
L0SEV,4,4.43,6XCAK,6HPUX
9YCXJ,7,5.51,VAL4Y,R0PBG
CSK7Y,3,2.26,VAL4Y,3MAE2
NNUSV,1,0.99,92HZE,F5WUW
18GG8,10,5.56,92HZE,6WLH2
VZLLU,6,7.34,92HZE,FDVH8
PUQPK,6,3.41,7I6OF,CFEXY
KHBVL,10,2.03,8RYYH,7184L
DDXCN,8,3.96,PK242,5KX5O
ZX2AE,4,4.2,EH3UJ,V92FI
F6I9H,5,1.44,EH3UJ,GPQU7
I78IE,7,5.92,4SJCN,V059U
DEDDN,2,16.72,4SJCN,HVVHI
SCAL5,8,1.06,MTVUG,FA0EW
R0ISJ,10,5.79,79JPL,9V8FF
RLX4C,2,5.69,79JPL,79WN4
9O24X,9,17.83,AK76G,5E7NW
6TVGW,3,18.97,YUGZ6,AXA4R
OCZUB,2,0.99,7Y8P3,P6J2X
Z9M0M,5,7.55,M4YC6,5E7NW
E2TLZ,7,2.89,7SJJO,K0QEE
OF49D,4,3.26,7SJJO,W5ZXA
QQJRS,4,0.99,BTWMA,HCUV9
5GBLV,8,6.87,Q9OSR,HUC97
HYBW9,6,4.99,ZQI86,LODFL
F46VD,4,14.24,BJZZG,7S3OW
FU7FN,6,2.62,WPH69,G90RK
E2RIW,9,7.82,FKYFH,8FG4T
4TQWM,5,7.55,5T7JU,581IO
77T7P,10,2.64,69JLE,GPQU7
A78IN,10,15.4,C53NR,TSN5P
BYVFZ,5,2.76,C53NR,TMD3L
WO6JN,10,4.83,C53NR,H3HBY
UZODA,3,3.18,C53NR,LVEN0
50U60,7,1.18,RNCDE,73MZ9
05OJ7,1,5.18,767ZC,ZUHO3
CCW6I,7,3.26,A9MM2,3E00S
84E3I,8,0.99,OR8KU,4XTQO
7J94H,7,15.03,RDJG6,U26HH
FYAFM,10,6.67,VEJYP,0X9GR
LSEUH,10,1.19,V6ZKL,9HJ2E
LG24Q,7,3.39,V6ZKL,W1HC2
3ASCU,1,5.34,L68FR,UBZYL
Y2DXF,1,3.36,UZ3VG,LXJML
FTJC5,4,1.42,UZ3VG,D3GAP
M6F0C,2,9.4,EJ9US,33ZMJ
6AR1W,7,2.14,QX0O4,XZVBW
GUXEA,3,5.11,QX0O4,VL9CZ
6BCWK,7,5.21,ZEN89,I6NQP
WHKDI,8,4.72,ZEN89,6J6E8
MAS2B,5,8.16,UXHVA,PNZ41
OA80X,7,3.76,KHC8L,PCJUY
2DHGD,5,2.23,T9MRY,GN11E
VSOZU,7,11.14,T9MRY,KQ2IA
9UHJ3,1,2.63,YEYZ2,58PB2
C71E4,4,14.75,YEYZ2,6JLU0
ENOQT,1,4.15,YEYZ2,9AQYN
VHQJZ,7,3.88,UMN1M,VKIMP
IJOQW,7,2.37,K7B0J,NQBX0
50QKT,6,6.52,5Z6C3,YDFT3
LGB71,5,4.11,1DVM5,OVMCR
1IO5X,2,26.19,HNCQ3,WURYH
KOOJK,3,0.99,HNCQ3,6K05Y
AMPXA,6,4.3,9N94Y,V059U
72EQF,7,17.98,LW4VY,15CBH
S00WN,3,4.45,DHTC4,WU6SK
