order_id,total_price,time_placed,pickup_time,customer_id,shopper_id,vehicle_state,vehicle_license_plate,store_id,time_fulfilled
OSBE0,106.4,2020-06-23T16:10:08.000Z,,R47CP,M4XIF,CA,42L M67,72SK6,2020-06-23T23:35:28.000Z
GSRY8,19.65,2020-06-23T16:14:20.000Z,2020-06-23T19:50:25.000Z,FGUIF,18CPE,IL,TGV 9866,CD9S9,2020-06-23T23:01:31.000Z
5SS1M,6.99,2020-06-23T16:48:09.000Z,,61X5H,D53L3,PA,670 NNX,UNGSN,2020-06-23T20:09:04.000Z
D8OKS,164.16,2020-06-23T17:21:42.000Z,2020-06-23T23:10:21.000Z,ZICPK,SM9YZ,CA,K 121525,2TM62,2020-06-24T04:40:03.000Z
UXL18,6.15,2020-06-23T17:23:09.000Z,2020-06-23T21:00:04.000Z,U8NCL,PO8AI,AZ,V73 2OZ,2YRRD,2020-06-23T22:39:40.000Z
JM2Q4,6.93,2020-06-23T18:00:02.000Z,,6U49W,HR35R,CA,9U 2G8IQI,0K71G,2020-06-24T00:45:41.000Z
S08WE,42.66,2020-06-23T18:21:22.000Z,2020-06-23T18:47:17.000Z,NRAII,ZM96J,CA,265-QBY,FNET8,2020-06-23T21:03:21.000Z
1ONRH,15.1,2020-06-23T18:22:05.000Z,2020-06-23T21:59:13.000Z,Z308T,6IKAH,IN,J30 1EC,FCR45,2020-06-24T00:33:49.000Z
HNJ1R,15.81,2020-06-23T18:48:09.000Z,,3Y83L,EIH2J,CA,HRO 939,K7GAU,2020-06-23T23:18:10.000Z
9AOG6,90.99,2020-06-23T19:00:58.000Z,2020-06-23T22:01:22.000Z,5K9WH,RL94X,CA,946 RAK,QLAQJ,2020-06-24T00:59:56.000Z
H92WS,98.07,2020-06-23T20:13:27.000Z,2020-06-24T01:56:01.000Z,M717J,HKOS5,CA,755 3NH,XDTN7,2020-06-24T07:49:47.000Z
AXZOS,12.0,2020-06-23T20:24:06.000Z,2020-06-23T23:32:46.000Z,UB1BJ,0CZE6,AR,109-IMV,WCD8M,2020-06-24T01:24:10.000Z
1PV2I,70.24,2020-06-23T20:27:39.000Z,,FCJ0R,IJPJZ,DE,13B 6096,8MR06,2020-06-24T02:51:15.000Z
D2N6O,27.45,2020-06-23T20:30:21.000Z,2020-06-23T22:34:10.000Z,R624W,703M1,AZ,406 QNW,XF7JM,2020-06-24T02:44:08.000Z
JXDQQ,30.44,2020-06-23T20:44:55.000Z,,M4XIF,X4DPG,AR,H48-EWC,P6FQ1,2020-06-24T02:51:09.000Z
K1AKY,100.04,2020-06-23T20:50:04.000Z,,GA372,HMAL6,CA,JZH-1270,CTAQ0,2020-06-24T05:00:00.000Z
YTY6B,84.6,2020-06-23T21:43:11.000Z,2020-06-23T23:10:39.000Z,3K3ID,FTMB8,ID,631 MQS,DSKWY,2020-06-24T03:50:10.000Z
07QNO,1.98,2020-06-23T23:38:54.000Z,2020-06-24T03:34:19.000Z,FZTJF,FY8SE,CA,B44 5RM,8L32G,2020-06-24T03:46:21.000Z
ZHTUZ,17.34,2020-06-23T23:50:30.000Z,2020-06-24T04:58:46.000Z,X4DPG,7RR7Z,AK,408A1,2TM62,2020-06-24T06:28:28.000Z
UO6M3,11.93,2020-06-23T23:51:45.000Z,2020-06-24T02:13:16.000Z,V7ZPX,MRCZZ,IL,44-LG89,792C7,2020-06-24T05:26:57.000Z
QI5D4,34.24,2020-06-24T00:00:57.000Z,,0JLQ0,KYBF4,UT,HDP 667,2Y0J2,2020-06-24T02:18:38.000Z
TJCFG,19.66,2020-06-24T00:12:52.000Z,2020-06-24T02:47:27.000Z,RRT5Y,1E2AK,CA,SCB 895,OQVXB,2020-06-24T07:35:02.000Z
41GP1,67.18,2020-06-24T00:54:35.000Z,2020-06-24T04:05:34.000Z,L6UHN,YOMEP,CA,R45 7MT,XGK64,2020-06-24T09:13:47.000Z
5SRIA,4.2,2020-06-24T02:39:27.000Z,,9R28N,Q7W81,CA,856 OQT,NQCTF,2020-06-24T10:57:10.000Z
4WQN3,6.06,2020-06-24T02:59:44.000Z,,12UQM,QZTYG,AL,OHT 179,LKTXB,2020-06-24T08:09:55.000Z
4OO95,50.58,2020-06-24T03:04:25.000Z,,HACPL,1GBVY,CA,ZPF 059,CW5P7,2020-06-24T09:05:56.000Z
ZD5HU,45.3,2020-06-24T03:07:47.000Z,,0Y5OX,PR0B4,CA,38-U994,M8P84,2020-06-24T13:13:36.000Z
BOZB1,27.64,2020-06-24T03:08:31.000Z,2020-06-24T06:30:08.000Z,5RZTU,C0CRZ,CA,40-1793D,LQNUN,2020-06-24T10:30:34.000Z
ZQM4T,5.94,2020-06-24T03:19:21.000Z,2020-06-24T07:25:31.000Z,1NTYV,QFT7M,CA,2VN N59,T5RSD,2020-06-24T10:31:10.000Z
X2GG7,31.5,2020-06-24T03:33:53.000Z,2020-06-24T07:37:29.000Z,CA9WO,B41K6,GA,YX 50338,6QSXS,2020-06-24T09:32:12.000Z
GJK7U,9.8,2020-06-24T03:42:45.000Z,,B9QER,GSWLM,IL,49W P91,UGLK2,2020-06-24T05:36:41.000Z
EZI24,108.83,2020-06-24T04:14:15.000Z,2020-06-24T06:21:47.000Z,SN4ZM,FQFAD,MS,924 ACK,8J54U,2020-06-24T12:18:58.000Z
PC6HV,22.32,2020-06-24T04:19:45.000Z,,70BZN,FQFAD,CA,326 UAL,8J54U,2020-06-24T07:30:06.000Z
CV851,174.03,2020-06-24T04:49:37.000Z,2020-06-24T09:34:40.000Z,OXGSR,K87YL,CA,4O954,6KNFC,2020-06-24T11:55:41.000Z
I194Q,31.41,2020-06-24T04:58:30.000Z,2020-06-24T07:01:25.000Z,N8L9L,0CZE6,KS,9-54566,WCD8M,2020-06-24T07:58:24.000Z
10UEI,39.84,2020-06-24T05:12:57.000Z,,NZS8B,R5Z9M,CA,180 NWE,3HM75,2020-06-24T07:31:50.000Z
5DDCA,86.66,2020-06-24T05:37:44.000Z,2020-06-24T05:45:57.000Z,8O6N9,FXX0B,CA,194 EM2,XSFYQ,2020-06-24T07:05:03.000Z
KD0IH,3.62,2020-06-24T05:50:55.000Z,2020-06-24T10:55:17.000Z,MRCZZ,EIH2J,KY,AZP7559,K7GAU,2020-06-24T15:40:21.000Z
ILSKG,22.88,2020-06-24T05:51:53.000Z,,GFN5S,0Y5OX,CA,522-ZGQ,7N4UM,2020-06-24T10:21:39.000Z
4JGIM,1.97,2020-06-24T05:57:57.000Z,2020-06-24T08:43:32.000Z,HD10V,J4V73,NE,IMG-930,HD3J9,2020-06-24T14:40:09.000Z
VBOKT,63.27,2020-06-24T06:03:05.000Z,,3CNBY,MBYBH,CA,861P4,XF7JM,2020-06-24T10:15:46.000Z
HQHW5,46.35,2020-06-24T06:27:03.000Z,,FABMI,W697R,CA,MZW3001,VE4LE,2020-06-24T13:08:38.000Z
695ME,33.73,2020-06-24T06:37:41.000Z,2020-06-24T08:32:11.000Z,FVCK2,2Y183,ID,767 BQK,6J0JD,2020-06-24T13:03:40.000Z
9T3AU,22.38,2020-06-24T06:43:15.000Z,,F3IHM,EBDHF,RI,HQ3 3626,GBNTS,2020-06-24T11:30:07.000Z
DGIBF,12.2,2020-06-24T06:43:39.000Z,,Q30Y6,YJH1X,NV,6T 3703Q,XRVL3,2020-06-24T11:53:36.000Z
D1Y3B,60.2,2020-06-24T07:00:28.000Z,2020-06-24T07:14:59.000Z,HHODM,75UQU,SC,5T 18061,B6UIN,2020-06-24T11:07:56.000Z
5LEG4,14.52,2020-06-24T07:21:10.000Z,2020-06-24T11:26:22.000Z,IYPRV,IMF2R,CA,822AVF,JEIY9,2020-06-24T14:17:58.000Z
6GTR9,181.69,2020-06-24T07:47:25.000Z,,B1ZPP,BRACZ,CA,7S M1423,6I2R7,2020-06-24T16:25:37.000Z
0NPD4,133.21,2020-06-24T07:52:11.000Z,,OUCXQ,5HHJ1,CA,GQL4945,W6J6J,2020-06-24T16:00:28.000Z
GUGGB,55.79,2020-06-24T08:00:05.000Z,,KYHPH,GVRDR,CA,740 TVD,VF8FD,2020-06-24T15:25:04.000Z
V8A6Q,41.58,2020-06-24T08:02:06.000Z,,QMOR0,ZHTQ8,NE,QBY-232,U4IQO,2020-06-24T11:38:34.000Z
N3LJX,69.24,2020-06-24T08:11:32.000Z,,3G5BU,KUGE3,CA,152 JSZ,4SRHC,2020-06-24T11:16:04.000Z
7JLZA,41.45,2020-06-24T08:36:55.000Z,2020-06-24T10:20:43.000Z,EQH3C,N7151,MD,5QX M55,SZI3N,2020-06-24T16:04:11.000Z
QI1X5,11.35,2020-06-24T09:47:20.000Z,,VXP1R,SPU5K,IN,PV5 I1W,SCPDY,2020-06-24T20:14:00.000Z
NU1EO,42.66,2020-06-24T09:49:06.000Z,2020-06-24T12:50:59.000Z,FJQB7,C3IED,SC,VPW-8637,K6RVF,2020-06-24T17:31:44.000Z
B2BZJ,94.68,2020-06-24T09:54:53.000Z,2020-06-24T11:05:19.000Z,MW6GX,33QBI,CA,REM 871,H39E9,2020-06-24T11:35:53.000Z
7NBGJ,21.9,2020-06-24T10:00:15.000Z,2020-06-24T13:07:32.000Z,NQPS0,9YE3S,NE,968UZ,BSBIA,2020-06-24T13:20:29.000Z
ZEK7R,13.44,2020-06-24T10:36:46.000Z,2020-06-24T12:21:23.000Z,0EFML,8O0WG,CA,5958,14VAS,2020-06-24T14:24:26.000Z
YRFSG,74.72,2020-06-24T11:18:14.000Z,,99B28,QFT7M,NH,544PDZ,T5RSD,2020-06-24T20:21:02.000Z
FEJ0I,115.4,2020-06-24T11:18:45.000Z,2020-06-24T15:49:05.000Z,UAX00,HMAL6,CA,N09 4RG,CTAQ0,2020-06-24T16:15:15.000Z
UAH16,72.94,2020-06-24T11:21:41.000Z,2020-06-24T17:13:45.000Z,XA7AG,C0CRZ,CA,32D 8876,2LJYP,2020-06-24T18:07:19.000Z
IIMR7,39.42,2020-06-24T11:43:45.000Z,,MA61P,SNZVZ,CA,GRP-4000,49TNX,2020-06-24T13:52:03.000Z
RZ1U1,31.85,2020-06-24T11:58:03.000Z,2020-06-24T13:58:36.000Z,4C4VM,S7XP9,AL,549 NBS,CR5T7,2020-06-24T19:14:23.000Z
HA9NQ,2.4,2020-06-24T12:50:32.000Z,2020-06-24T16:37:47.000Z,F3RXR,JKCG6,CA,2D FG735,O7HYF,2020-06-24T21:47:36.000Z
Y82M4,9.67,2020-06-24T13:20:01.000Z,2020-06-24T18:11:19.000Z,75UQU,XQ4LX,OH,3Q 18289,FW8ZT,2020-06-24T18:18:28.000Z
PGEA3,139.23,2020-06-24T13:26:40.000Z,2020-06-24T17:25:46.000Z,RQCXT,7POXW,GA,HWY-5573,4WSHA,2020-06-24T18:04:28.000Z
OOIYY,41.38,2020-06-24T13:56:43.000Z,,TRDVZ,763SO,CA,I68-63Q,VK7PW,2020-06-25T00:02:56.000Z
P6FRJ,14.61,2020-06-24T14:05:09.000Z,2020-06-24T19:44:03.000Z,X681P,CNPV2,CA,021-018,TG6R5,2020-06-25T01:07:47.000Z
7H8S9,3.9,2020-06-24T14:10:28.000Z,2020-06-24T17:30:12.000Z,1ST9R,BCIXC,CA,196W3,6UMFQ,2020-06-24T21:03:48.000Z
9358M,8.88,2020-06-24T14:17:54.000Z,,1HLES,3VXYM,CA,HAM 992,6BT2B,2020-06-24T20:07:34.000Z
80A2X,54.09,2020-06-24T15:19:32.000Z,,K5365,P9FXA,CA,968-ATS,93WBS,2020-06-24T18:39:48.000Z
57HYH,313.07,2020-06-24T15:26:08.000Z,,HISFM,HW29B,CA,718-298,1U31K,2020-06-24T18:09:31.000Z
PTKK2,15.82,2020-06-24T15:34:15.000Z,2020-06-24T16:35:59.000Z,PXCKU,QKT9C,CA,08AZ3,F56Z4,2020-06-24T22:01:14.000Z
NDLFI,2.97,2020-06-24T15:42:22.000Z,,3XZ0G,6895C,CA,929YNB,ZNOFW,2020-06-24T23:04:16.000Z
LKFYM,114.47,2020-06-24T15:50:59.000Z,,E27EG,GSA99,IN,X21-86J,A2QI5,2020-06-24T21:32:31.000Z
GA6AZ,17.65,2020-06-24T16:01:00.000Z,2020-06-24T20:28:14.000Z,P12JX,JSYOT,VA,089RN,KPM4N,2020-06-24T23:25:39.000Z
01WIK,65.65,2020-06-24T16:11:06.000Z,2020-06-24T22:06:31.000Z,AR8YG,DVVFS,CA,XCZ-3416,0OENH,2020-06-25T00:12:36.000Z
46SSP,45.48,2020-06-24T16:21:28.000Z,,290HO,5OQ73,CA,40I PR0,7RAE8,2020-06-25T00:44:33.000Z
W3AKR,9.56,2020-06-24T16:24:04.000Z,2020-06-24T18:57:48.000Z,WG2VK,YSQEO,CA,M00 6HL,FCR45,2020-06-24T21:22:55.000Z
40M28,4.34,2020-06-24T16:40:13.000Z,2020-06-24T18:10:28.000Z,QUXXW,R9HR3,CA,5-E7239,G626N,2020-06-24T18:25:03.000Z
TLXUJ,27.63,2020-06-24T17:02:03.000Z,2020-06-24T17:58:34.000Z,10X50,D9XPV,CA,ELL-6696,OL2N6,2020-06-24T23:31:08.000Z
R5EQB,29.3,2020-06-24T17:11:16.000Z,,8O6N9,PJ84C,CA,194 EM2,17KE2,2020-06-24T21:45:11.000Z
0P2X4,36.44,2020-06-24T17:14:03.000Z,2020-06-24T19:22:17.000Z,FGUIF,V3QGW,IL,TGV 9866,ZV68L,2020-06-25T00:47:16.000Z
7WPOE,5.26,2020-06-24T17:24:28.000Z,2020-06-24T21:57:04.000Z,XAQHA,MQD30,CA,688 BJR,KGVM4,2020-06-25T01:57:18.000Z
WM0QB,92.4,2020-06-24T17:37:04.000Z,2020-06-24T21:14:20.000Z,9YCKV,0Y5OX,CA,604848,7N4UM,2020-06-24T23:47:02.000Z
JWCH6,33.25,2020-06-24T18:32:34.000Z,2020-06-25T00:25:55.000Z,KESTD,703M1,LA,71WW2,XF7JM,2020-06-25T02:29:05.000Z
6A87W,18.5,2020-06-24T18:41:56.000Z,,RUVRX,ALLL5,CA,7K Z6831,I9XF9,2020-06-25T05:12:46.000Z
0HVRB,6.5,2020-06-24T18:54:13.000Z,,DJZEL,9XKV3,MT,ZTV 042,BKIUG,2020-06-25T01:47:37.000Z
WK4QW,7.52,2020-06-24T18:58:56.000Z,2020-06-24T22:42:58.000Z,63VNL,MK7BI,CA,KEW 330,2AKCB,2020-06-25T04:23:14.000Z
26C6O,39.24,2020-06-24T19:09:26.000Z,,WARA6,IB3BY,IL,LJV-2320,7LKQH,2020-06-25T00:51:55.000Z
X6AWD,59.04,2020-06-24T19:24:47.000Z,,YFBMO,V4O3W,CA,ZGA 332,IJA9S,2020-06-25T00:45:00.000Z
PU7HR,50.99,2020-06-24T19:54:53.000Z,2020-06-24T21:42:55.000Z,48N8U,XUCY4,CA,222 GAE,UOWWI,2020-06-24T22:18:44.000Z
AQDDN,202.22,2020-06-24T19:58:24.000Z,2020-06-24T21:22:46.000Z,BG3XC,FQRAJ,NJ,6IL 668,LHSWE,2020-06-25T00:46:09.000Z
MIV29,12.53,2020-06-24T20:20:12.000Z,2020-06-24T22:05:10.000Z,GZ3C9,ZMABB,CA,5KY6958,AMT4C,2020-06-25T00:17:21.000Z
3JVTY,15.55,2020-06-24T20:22:27.000Z,,SSFNN,XSE5T,HI,1179 KL,32YZ9,2020-06-25T00:25:15.000Z
WEH4S,0.99,2020-06-24T21:04:25.000Z,,4EDFS,QFT7M,CA,4918 UO,T5RSD,2020-06-25T01:50:36.000Z
EJO49,26.67,2020-06-24T21:14:10.000Z,,90P0K,9CS1N,NV,JLM-911,KPWY0,2020-06-25T02:58:02.000Z
8QZYA,134.16,2020-06-24T21:30:08.000Z,2020-06-25T02:09:40.000Z,18P8F,1ZB21,CA,344 UVJ,K9E1M,2020-06-25T07:25:45.000Z
S6IXA,187.86,2020-06-24T22:08:10.000Z,2020-06-25T03:22:37.000Z,UUG6I,9M2CI,CA,220-FZL,FW8ZT,2020-06-25T09:12:59.000Z
3H5VQ,293.24,2020-06-24T22:18:31.000Z,,VDCQO,FJQB7,CA,734 GLG,ABRPL,2020-06-25T01:36:00.000Z
PU4YM,8.91,2020-06-24T22:22:07.000Z,,J4GB6,Y2A63,CA,803 YUC,Q1LI3,2020-06-25T06:07:27.000Z
Y6M5Q,9.48,2020-06-24T22:31:53.000Z,2020-06-25T00:35:48.000Z,QBG8L,F3VXL,MT,YPH 723,0BJDN,2020-06-25T04:47:00.000Z
517KC,158.37,2020-06-24T22:57:16.000Z,2020-06-25T01:44:36.000Z,KGGZ6,7WK8W,CA,2QCB057,4FJF2,2020-06-25T05:41:19.000Z
QP8BV,139.88,2020-06-24T23:23:24.000Z,,61X5H,8LQGN,PA,670 NNX,TDP0A,2020-06-25T07:06:03.000Z
FTER9,36.75,2020-06-24T23:29:10.000Z,2020-06-25T00:21:19.000Z,SDJ8A,FGYNW,CA,95-Q069,7ASSJ,2020-06-25T00:40:20.000Z
XQU8U,2.51,2020-06-24T23:34:31.000Z,2020-06-25T04:30:35.000Z,IEKHP,UJONB,CA,397ARL,792C7,2020-06-25T08:02:29.000Z
N93P1,32.82,2020-06-24T23:38:41.000Z,2020-06-25T02:56:24.000Z,YWTWX,0FS6I,CA,Z81-PBH,2TM62,2020-06-25T07:23:53.000Z
1AOBU,55.24,2020-06-24T23:57:41.000Z,2020-06-25T02:45:25.000Z,IY9G9,0TWYI,IA,60-3436D,JSH16,2020-06-25T05:17:53.000Z
XU79Y,29.5,2020-06-25T00:20:19.000Z,,4QZLM,NTJ7C,CA,404 3128,34KK0,2020-06-25T07:57:31.000Z
P4E5A,13.18,2020-06-25T00:23:22.000Z,,6P5ML,2Y183,CA,58LK2,6J0JD,2020-06-25T03:56:32.000Z
09XO7,29.52,2020-06-25T00:27:39.000Z,,PZ7ZG,FW704,CA,5XQ 514,B7XOX,2020-06-25T06:01:42.000Z
9RCDH,176.56,2020-06-25T01:11:38.000Z,2020-06-25T05:11:37.000Z,Q69AZ,TYKGO,CA,4JW 406,S21WE,2020-06-25T09:43:49.000Z
04FLL,14.9,2020-06-25T01:47:25.000Z,,P45BL,XJUVO,CA,2ZA2624,OCOLY,2020-06-25T02:28:27.000Z
J8EBD,34.0,2020-06-25T01:52:10.000Z,,CA9WO,26CVS,GA,YX 50338,2K77Q,2020-06-25T07:06:09.000Z
N8VH7,21.68,2020-06-25T02:16:07.000Z,2020-06-25T07:53:48.000Z,WC4ZQ,X1IIA,CA,788 TOK,T1XVJ,2020-06-25T11:25:16.000Z
5COQL,65.04,2020-06-25T02:18:56.000Z,2020-06-25T03:59:50.000Z,UN7D2,5WURH,MN,HGO-311,8J54U,2020-06-25T08:46:03.000Z
SN83J,55.86,2020-06-25T02:45:30.000Z,,W8RJG,ZZUG5,CA,5D E8505,SEAXT,2020-06-25T09:43:53.000Z
KWBKO,32.22,2020-06-25T03:04:34.000Z,,VC4HH,SNZVZ,OH,277Z2,49TNX,2020-06-25T06:33:32.000Z
QE7QU,52.3,2020-06-25T03:33:58.000Z,2020-06-25T06:01:30.000Z,FY8SE,3E6EG,CA,WIW 770,CRBII,2020-06-25T11:59:13.000Z
TXZOA,296.86,2020-06-25T04:26:53.000Z,,1YVDN,YSOY2,CA,127LEE,QLAQJ,2020-06-25T12:03:55.000Z
DO0YI,14.16,2020-06-25T04:32:37.000Z,2020-06-25T07:30:01.000Z,NR6GW,AR01U,CA,52P•825,WGN08,2020-06-25T13:14:07.000Z
G3BL1,65.7,2020-06-25T04:52:36.000Z,,01DR9,RSCP9,CA,28J 0099,MY9U5,2020-06-25T14:48:25.000Z
UUBCS,84.28,2020-06-25T05:17:18.000Z,,ZRNML,1BYHY,CA,ODC 645,17KE2,2020-06-25T10:16:24.000Z
H1UZ5,7.96,2020-06-25T05:24:24.000Z,2020-06-25T06:24:50.000Z,SST3P,KNBNP,DE,255-BOY,7SDSK,2020-06-25T08:39:34.000Z
0C053,25.64,2020-06-25T06:16:32.000Z,2020-06-25T08:11:22.000Z,HW29B,UERUY,RI,7963,P8OG7,2020-06-25T09:53:36.000Z
N7XDV,31.59,2020-06-25T06:31:22.000Z,2020-06-25T07:12:38.000Z,UBD56,VOMZD,FL,RCI 616,P87YO,2020-06-25T11:00:34.000Z
6RVGZ,41.85,2020-06-25T06:52:16.000Z,2020-06-25T07:23:02.000Z,1T5H3,2PUAK,CA,42L M67,717T9,2020-06-25T09:19:46.000Z
BIRSI,15.12,2020-06-25T06:56:52.000Z,,TPGBI,10UCS,CA,3HM9761,28JE8,2020-06-25T14:59:52.000Z
7WV6X,20.82,2020-06-25T07:47:38.000Z,2020-06-25T10:27:33.000Z,IJX3T,NPEGC,CA,NI 11856,PMAOO,2020-06-25T13:37:43.000Z
X9X3B,208.95,2020-06-25T08:23:45.000Z,,ZQR2O,TTGHF,CT,13CT600,N4JNH,2020-06-25T17:55:58.000Z
9LU28,8.84,2020-06-25T08:28:19.000Z,,JKJ3U,L9X7F,CA,029 IBM,6UMFQ,2020-06-25T12:17:07.000Z
UFX43,166.6,2020-06-25T08:36:48.000Z,2020-06-25T09:34:55.000Z,PZL28,LWBDM,AR,7-86660K,74JM7,2020-06-25T14:30:16.000Z
HC3E7,31.74,2020-06-25T08:42:52.000Z,,KRLJ1,P1S6R,CA,5-93309,KCNOQ,2020-06-25T14:00:25.000Z
4IFBM,5.6,2020-06-25T09:38:27.000Z,2020-06-25T13:36:19.000Z,GIUWQ,WQFU4,OH,FNU-1358,3WGHH,2020-06-25T18:41:51.000Z
CJ0P6,46.35,2020-06-25T09:52:41.000Z,,VJC4K,AVLMD,IN,158C3,FCOVT,2020-06-25T14:12:21.000Z
B2CV4,11.85,2020-06-25T10:13:37.000Z,,LO7O1,L9T2C,CA,QAP 613,S21WE,2020-06-25T15:13:07.000Z
END2I,18.45,2020-06-25T10:24:38.000Z,2020-06-25T15:41:35.000Z,8I2TB,NPEGC,MN,9613,PMAOO,2020-06-25T20:18:55.000Z
G80TN,9.66,2020-06-25T11:14:48.000Z,,0NOQ8,OMW9W,NE,529 CRQ,WGN08,2020-06-25T13:47:36.000Z
N4LYA,9.7,2020-06-25T11:50:22.000Z,,DHT4W,YFB2P,CA,2-G2863,D4HJY,2020-06-25T16:30:58.000Z
SWFAG,67.52,2020-06-25T12:49:33.000Z,,SWNC1,ZM96J,CA,PTF1343,FNET8,2020-06-25T20:57:38.000Z
WLZSY,8.22,2020-06-25T13:11:16.000Z,,3GNBJ,K85P4,LA,2KC S52,CUBUY,2020-06-25T21:14:27.000Z
5TNNF,26.44,2020-06-25T13:21:12.000Z,2020-06-25T17:36:17.000Z,C533A,YFQA9,NE,623 PAD,QZJPF,2020-06-25T22:34:10.000Z
ZZO05,2.24,2020-06-25T13:24:35.000Z,2020-06-25T15:34:40.000Z,SQYYD,FQFAD,CA,0V SI526,8J54U,2020-06-25T16:44:24.000Z
0QJLU,27.8,2020-06-25T13:50:22.000Z,2020-06-25T16:05:45.000Z,ZD3V3,33QBI,AZ,D 181190,H39E9,2020-06-25T21:27:20.000Z
CITPB,54.6,2020-06-25T13:50:53.000Z,2020-06-25T17:17:21.000Z,EQRX6,CPR6M,CA,0G 94958,12XXK,2020-06-25T20:14:51.000Z
NYF03,74.34,2020-06-25T14:23:55.000Z,,WO8U6,7LRLH,TN,ZMJ 984,XGW8A,2020-06-25T18:32:17.000Z
W5T17,60.56,2020-06-25T14:52:33.000Z,,58Z4Y,C2MTX,CA,891-QMB,1RMXY,2020-06-25T23:56:00.000Z
PIHFH,50.56,2020-06-25T15:02:55.000Z,2020-06-25T16:24:56.000Z,JNJV0,CS6IM,CA,CVY 439,UYQ5A,2020-06-25T18:02:23.000Z
TDPFN,83.23,2020-06-25T15:54:38.000Z,,VB48A,3CMJ3,CA,QEL-2138,YLPSD,2020-06-25T18:13:01.000Z
7OLVN,40.84,2020-06-25T16:01:57.000Z,,WQUY3,B9F3A,DE,IBL-747,LHSWE,2020-06-26T00:08:18.000Z
7QLM3,70.95,2020-06-25T16:45:53.000Z,,HR35R,K42O4,NY,871 XOC,NJEIB,2020-06-25T23:21:36.000Z
VFSKG,33.2,2020-06-25T17:24:30.000Z,,TST61,W90RP,CA,VES 431,FX0RG,2020-06-25T23:47:54.000Z
N4Z24,4.32,2020-06-25T17:45:58.000Z,2020-06-25T20:05:47.000Z,RRO9P,ZB1G7,CA,HPQ 686,T8DQH,2020-06-25T21:01:38.000Z
6LK6A,213.24,2020-06-25T18:19:40.000Z,2020-06-25T20:12:08.000Z,IJPJZ,QFT7M,HI,MJS 829,T5RSD,2020-06-25T21:22:48.000Z
H2NAC,243.44,2020-06-25T18:34:10.000Z,2020-06-25T21:51:33.000Z,TP9AI,D9EVU,DC,974-XVZ,X52OV,2020-06-25T22:45:26.000Z
ZFVFW,107.9,2020-06-25T18:48:25.000Z,2020-06-25T21:39:09.000Z,D04DJ,TSSZD,CA,367 6JY,CAX0E,2020-06-26T01:44:50.000Z
AOI59,25.85,2020-06-25T18:55:28.000Z,,O8KTT,71W82,CA,RWL1168,YLPSD,2020-06-25T22:23:45.000Z
AWS91,14.06,2020-06-25T19:21:23.000Z,,UAE5X,BSWQN,CA,5CX4837,GBNTS,2020-06-26T02:41:23.000Z
9JP9B,88.7,2020-06-25T19:44:16.000Z,,OJYDL,F3VXL,CA,35WA269,0BJDN,2020-06-25T21:52:47.000Z
GY7AI,34.75,2020-06-25T20:19:50.000Z,2020-06-26T01:40:06.000Z,ZAQ88,33QBI,CA,BFN4976,H39E9,2020-06-26T06:49:01.000Z
9XEZQ,48.48,2020-06-25T20:52:50.000Z,2020-06-25T23:00:00.000Z,VXP1R,6YJBM,IN,PV5 I1W,R0QWL,2020-06-26T01:59:48.000Z
DRQA9,21.59,2020-06-25T20:55:30.000Z,,HEMJ9,RBHAX,CA,2CIY400,ZDSRP,2020-06-26T06:34:41.000Z
TBMBP,27.96,2020-06-25T21:19:13.000Z,2020-06-26T00:13:55.000Z,GV2I8,S8FF2,CA,922WDU,YC3AR,2020-06-26T06:09:20.000Z
DSP2M,166.02,2020-06-25T21:19:15.000Z,2020-06-26T00:45:05.000Z,PZSUM,QNG3F,CA,571-878,7RAE8,2020-06-26T00:55:22.000Z
DLS9R,21.87,2020-06-25T21:36:10.000Z,,CCFTT,ZNA5V,TX,056NZF,N74AQ,2020-06-26T03:16:32.000Z
YL5EC,13.58,2020-06-25T22:06:21.000Z,2020-06-26T03:03:27.000Z,GSYN5,LI1MW,CA,LMM 526,3SYPO,2020-06-26T04:11:26.000Z
C7ZGS,26.48,2020-06-26T00:29:07.000Z,2020-06-26T02:19:07.000Z,Q0M0B,W697R,CA,051-HTE,VE4LE,2020-06-26T06:13:48.000Z
D5G3E,64.78,2020-06-26T00:45:56.000Z,,GWRR0,AVLMD,CA,86P•729,BNDY3,2020-06-26T09:27:15.000Z
X8KWK,12.85,2020-06-26T01:01:33.000Z,,B2ER9,B9F3A,MI,1-3484I,LHSWE,2020-06-26T09:51:54.000Z
02F6G,3.96,2020-06-26T02:16:17.000Z,,KTHFX,DSBX4,CO,320 1AD,FWJY6,2020-06-26T08:03:46.000Z
UMI08,50.9,2020-06-26T02:26:24.000Z,,I2QE7,CPQEB,CA,KVS 336,I1LKN,2020-06-26T05:06:24.000Z
HHCLO,56.88,2020-06-26T02:30:01.000Z,2020-06-26T08:00:59.000Z,WTYPB,KTHFX,MT,AQ6 6641,3W6UE,2020-06-26T11:05:16.000Z
LW0L2,55.58,2020-06-26T02:45:20.000Z,,DZHJS,0XWSS,MO,3ZK 405,FCR45,2020-06-26T08:45:15.000Z
0MRHU,8.0,2020-06-26T02:48:24.000Z,2020-06-26T06:30:23.000Z,7ONQI,EIH2J,VA,65-GX25,K7GAU,2020-06-26T08:40:13.000Z
